age_group,year,mortality_rate,data,exp_life_span
0-4,2050,2.600019385808051e-4,projected,3846.1251691368197
0-4,2051,2.5154713708163003e-4,projected,3975.3980570070576
0-4,2052,2.4336727071863715e-4,projected,4109.015961953752
0-4,2053,2.3545339908924315e-4,projected,4247.124925221288
0-4,2054,2.277968725168964e-4,projected,4389.875896675565
0-4,2055,2.2038932259717202e-4,projected,4537.4248997888235
0-4,2056,2.132226530512923e-4,projected,4689.933202169858
0-4,2057,2.0628903087710563e-4,projected,4847.567491825286
0-4,2058,1.9958087778777368e-4,projected,5010.500059346166
0-4,2059,1.9309086192890223e-4,projected,5178.908986217115
0-4,2060,1.8681188986498655e-4,projected,5352.978339455396
0-4,2061,1.8073709882644457e-4,projected,5532.8983727920995
0-4,2062,1.7485984920878906e-4,projected,5718.865734614487
0-4,2063,1.6917371731567423e-4,projected,5911.083682898705
0-4,2064,1.6367248833796624e-4,projected,6109.762307365344
0-4,2065,1.5835014956108257e-4,projected,6315.118759103264
0-4,2066,1.5320088379325235e-4,projected,6527.3774879100565
0-4,2067,1.482190630074545e-4,projected,6746.770487610667
0-4,2068,1.433992421901098e-4,projected,6973.537549621512
0-4,2069,1.3873615338982304e-4,projected,7207.926525036226
0-4,2070,1.3422469995961906e-4,projected,7450.193595521881
0-4,2071,1.2985995098644085e-4,projected,7700.603553318865
0-4,2072,1.2563713590177074e-4,projected,7959.430090652885
0-4,2073,1.2155163926750536e-4,projected,8226.956098874529
0-4,2074,1.1759899573140241e-4,projected,8503.473977652093
0-4,2075,1.13774885146541e-4,projected,8789.285954558507
0-4,2076,1.100751278495142e-4,projected,9084.704415398173
0-4,2077,1.0649568009214939e-4,projected,9390.052245637686
0-4,2078,1.0303262962178169e-4,projected,9705.663183312507
0-4,2079,9.968219140526398e-5,projected,10031.882183793889
0-4,2080,9.644070349200231e-5,projected,10369.06579681813
0-4,2081,9.330462301153978e-5,projected,10717.582556186111
0-4,2082,9.027052230127748e-5,projected,11077.81338256252
0-4,2083,8.733508516011571e-5,projected,11450.151999813716
0-4,2084,8.449510322393283e-5,projected,11835.005365337607
0-4,2085,8.174747245890822e-5,projected,12232.794114859847
0-4,2086,7.908918976889568e-5,projected,12643.95302217752
0-4,2087,7.651734971310017e-5,projected,13068.931474358094
0-4,2088,7.402914133050704e-5,projected,13508.193962907753
0-4,2089,7.162184506756388e-5,projected,13962.22059145025
0-4,2090,6.92928298057691e-5,projected,14431.507600469553
0-4,2091,6.703954998592817e-5,projected,14916.56790968769
0-4,2092,6.48595428259089e-5,projected,15417.931678675639
0-4,2093,6.275042562888509e-5,projected,15936.146886303875
0-4,2094,6.0709893179101593e-5,projected,16471.779929671065
0-4,2095,5.873571522232493e-5,projected,17025.41624316356
0-4,2096,5.6825734028233614e-5,projected,17597.660938319856
0-4,2097,5.497786203206265e-5,projected,18189.13946520525
0-4,2098,5.319007955294986e-5,projected,18800.49829601244
0-4,2099,5.146043258646939e-5,projected,19432.4056316412
0-4,2100,4.9787030668948456e-5,projected,20085.552132027176
5-9,1981,2.372e-4,observed,4215.851602023609
5-9,1982,2.255e-4,observed,4434.589800443458
5-9,1983,2.161e-4,observed,4627.487274409996
5-9,1984,2.104e-4,observed,4752.851711026617
5-9,1985,1.9889999999999998e-4,observed,5027.652086475617
5-9,1986,1.881e-4,observed,5316.32110579479
5-9,1987,1.8690000000000002e-4,observed,5350.454788657035
5-9,1988,1.875e-4,observed,5333.333333333333
5-9,1989,1.86e-4,observed,5376.344086021506
5-9,1990,1.828e-4,observed,5470.459518599562
5-9,1991,1.713e-4,observed,5837.711617046119
5-9,1992,1.595e-4,observed,6269.592476489028
5-9,1993,1.453e-4,observed,6882.312456985546
5-9,1994,1.391e-4,observed,7189.072609633357
5-9,1995,1.346e-4,observed,7429.420505200595
5-9,1996,1.314e-4,observed,7610.350076103501
5-9,1997,1.279e-4,observed,7818.608287724785
5-9,1998,1.246e-4,observed,8025.682182985554
5-9,1999,1.1899999999999999e-4,observed,8403.361344537816
5-9,2e3,1.165e-4,observed,8583.690987124464
5-9,2001,1.151e-4,observed,8688.097306689835
5-9,2002,1.145e-4,observed,8733.624454148472
5-9,2003,1.058e-4,observed,9451.79584120983
5-9,2004,1.011e-4,observed,9891.196834817012
5-9,2005,9.730000000000001e-5,observed,10277.49229188078
5-9,2006,9.84e-5,observed,10162.60162601626
5-9,2007,1.007e-4,observed,9930.4865938431
5-9,2008,9.75e-5,observed,10256.410256410256
5-9,2009,9.54e-5,observed,10482.180293501047
5-9,2010,8.889999999999999e-5,observed,11248.593925759282
5-9,2011,8.690000000000001e-5,observed,11507.47986191024
5-9,2012,8.24e-5,observed,12135.922330097088
5-9,2013,8.38e-5,observed,11933.174224343675
5-9,2014,8.099999999999999e-5,observed,12345.679012345681
5-9,1931,0.001287707484697564,projected,776.5738817887386
5-9,1932,0.001244293340207339,projected,803.6690125122491
5-9,1933,0.0012023428728054576,projected,831.7095086750705
5-9,1934,0.0011618067356570214,projected,860.7283546471118
5-9,1935,0.0011226372456207372,projected,890.7596856427762
5-9,1936,0.0010847883271585341,projected,921.8388278747187
5-9,1937,0.0010482154581364894,projected,954.002340108391
5-9,1938,0.0010128756174527856,projected,987.288056666656
5-9,1939,9.787272344315837e-4,projected,1021.7351319346609
5-9,1940,9.457301399228932e-4,projected,1057.384086417645
5-9,1941,9.13845519051084e-4,projected,1094.276854405739
5-9,1942,8.830358655565793e-4,projected,1132.4568333016666
5-9,1943,8.532649376766906e-4,projected,1171.968934669748
5-9,1944,8.244977155141016e-4,projected,1212.8596370657824
5-9,1945,7.967003598424474e-4,projected,1255.1770407104577
5-9,1946,7.69840172300913e-4,projected,1298.9709240700975
5-9,1947,7.438855569307247e-4,projected,1344.2928024117105
5-9,1948,7.188059830084167e-4,projected,1391.1959884010741
5-9,1949,6.945719491322511e-4,projected,1439.7356548149244
5-9,1950,6.711549485192845e-4,projected,1489.9688994415076
5-9,1951,6.485274354725795e-4,projected,1541.954812245227
5-9,1952,6.26662792978796e-4,projected,1595.75454487504
5-9,1953,6.055353013983466e-4,projected,1651.4313825977222
5-9,1954,5.851201082110498e-4,projected,1709.0508187411417
5-9,1955,5.653931987817886e-4,projected,1768.680631734918
5-9,1956,5.463313681118691e-4,projected,1830.3909648388264
5-9,1957,5.279121935426372e-4,projected,1894.254408653348
5-9,1958,5.10114008379502e-4,projected,1960.346086508655
5-9,1959,4.929158764050834e-4,projected,2028.7437428332894
5-9,1960,4.762975672517417e-4,projected,2099.527834605675
5-9,1961,4.602395326043328e-4,projected,2172.7816259966926
5-9,1962,4.4472288320527236e-4,projected,2248.591286314418
5-9,1963,4.297293666349235e-4,projected,2327.0459913658865
5-9,1964,4.152413458410061e-4,projected,2408.2380283559123
5-9,1965,4.012417783919664e-4,projected,2492.2629044454006
5-9,1966,3.8771419642974166e-4,projected,2579.219459097654
5-9,1967,3.74642687298407e-4,projected,2669.2099803445226
5-9,1968,3.6201187482596685e-4,projected,2762.3403251087793
5-9,1969,3.498069012371374e-4,projected,2858.720043725182
5-9,1970,3.380134096760105e-4,projected,2958.4625088055254
5-9,1971,3.26617527317872e-4,projected,3061.6850486005183
5-9,1972,3.156058490504677e-4,projected,3168.509085014114
5-9,1973,3.049654217053944e-4,projected,3279.060276433666
5-9,1974,2.9468372882112114e-4,projected,3393.4686655435253
5-9,1975,2.847486759197568e-4,projected,3511.868832295479
5-9,1976,2.751485762801372e-4,projected,3634.400052217132
5-9,1977,2.6587213719062903e-4,projected,3761.206460242973
5-9,1978,2.569084466653466e-4,projected,3892.437220262428
5-9,1979,2.4824696060827975e-4,projected,4028.246700582755
5-9,1980,2.3987749041013624e-4,projected,4168.794655514472
5-9,2015,7.222440619562937e-5,projected,13845.735156220842
5-9,2016,6.97894115686981e-5,projected,14328.821199697853
5-9,2017,6.743651105850064e-5,projected,14828.762406354444
5-9,2018,6.51629369201178e-5,projected,15346.146862991827
5-9,2019,6.296601472119102e-5,projected,15881.583175113243
5-9,2020,6.0843160195948093e-05,projected,16435.7011828356
5-9,2021,5.879187620530703e-5,projected,17009.152701776373
5-9,2022,5.68097497994587e-5,projected,17602.612289792698
5-9,2023,5.4894449379482905e-5,projected,18216.778040472618
5-9,2024,5.304372195466642e-5,projected,18852.37240430914
5-9,2025,5.125539049227684e-5,projected,19510.14303852938
5-9,2026,4.9527351356699156e-5,projected,20190.863686570596
5-9,2027,4.785757183489816e-5,projected,20895.335088245978
5-9,2028,4.6244087745318945e-5,projected,21624.38592166249
5-9,2029,4.468500112739452e-5,projected,22378.873778005604
5-9,2030,4.317847800895028e-5,projected,23159.686170335008
5-9,2031,4.172274624888517e-5,projected,23967.74157757461
5-9,2032,4.031609345257599e-5,projected,24803.990524932797
5-9,2033,3.8956864957572015e-5,projected,25669.41670201392
5-9,2034,3.7643461887191145e-5,projected,26565.038119946872
5-9,2035,3.637433926974622e-5,projected,27491.908308881204
5-9,2036,3.514800422117464e-5,projected,28451.117557268237
5-9,2037,3.396301418893957e-5,projected,29443.794194381637
5-9,2038,3.281797525514174e-5,projected,30471.10591758172
5-9,2039,3.171154049683328e-5,projected,31534.261165895117
5-9,2040,3.0642408401619966e-5,projected,32634.510541512565
5-9,2041,2.960932133667303e-5,projected,33773.14828089073
5-9,2042,2.861106406936381e-5,projected,34951.5137771748
5-9,2043,2.7646462337769726e-5,projected,36170.99315574389
5-9,2044,2.6714381469374842e-5,projected,37433.020904728495
5-9,2045,2.5813725046343844e-5,projected,38739.08156241232
5-9,2046,2.4943433615789557e-5,projected,40090.711463516614
5-9,2047,2.4102483443528883e-5,projected,41489.500546404626
5-9,2048,2.3289885309849186e-5,projected,42937.09422334959
5-9,2049,2.2504683345879838e-5,projected,44435.19531604875
5-9,2050,2.1745953909191152e-5,projected,45985.56605867447
5-9,2051,2.101280449730191e-5,projected,47590.030170813334
5-9,2052,2.0304372697820218e-5,projected,49250.47500272468
5-9,2053,1.96198251739751e-5,projected,50968.853755458505
5-9,2054,1.8958356684354873e-5,projected,52747.187778423664
5-9,2055,1.8319189135689805e-5,projected,54587.56894713098
5-9,2056,1.7701570667573667e-5,projected,56492.1621238862
5-9,2057,1.7104774768040516e-5,projected,58463.207704345456
5-9,2058,1.65280994189593e-5,projected,60503.02425292197
5-9,2059,1.597086627024328e-5,projected,62614.011230135184
5-9,2060,1.5432419841896828e-5,projected,64798.65181513155
5-9,2061,1.4912126752968324e-5,projected,67059.51582667077
5-9,2062,1.440937497649483e-5,projected,69399.26274604148
5-9,2063,1.3923573119568993e-5,projected,71820.64484543428
5-9,2064,1.3454149727675838e-5,projected,74326.51042547502
5-9,2065,1.3000552612483469e-5,projected,76919.80716571801
5-9,2066,1.2562248202298684e-5,projected,79603.58559202934
5-9,2067,1.2138720914418742e-5,projected,82381.00266496526
5-9,2068,1.1729472548646723e-5,projected,85255.3254933338
5-9,2069,1.1334021701251305e-5,projected,88229.93517734286
5-9,2070,1.095190319868701e-5,projected,91308.33078582058
5-9,2071,1.0582667550404488e-5,projected,94494.13347221498
5-9,2072,1.0225880420108994e-5,projected,97791.09073420412
5-9,2073,9.881122114846476e-6,projected,101203.08082191301
5-9,2074,9.547987091312576e-6,projected,104734.11729995631
5-9,2075,9.22608347880835e-6,projected,108388.35376863087
5-9,2076,8.915032618276981e-6,projected,112170.08874985711
5-9,2077,8.614468616883571e-6,projected,116083.77074357103
5-9,2078,8.32403791761061e-6,projected,120134.0034605521
5-9,2079,8.043398883364309e-6,projected,124325.55123782826
5-9,2080,7.772221395103642e-6,projected,128663.34464301054
5-9,2081,7.5101864635164455e-6,projected,133152.48627419252
5-9,2082,7.256985853789402e-6,projected,137798.25676218275
5-9,2083,7.012321723026874e-6,projected,142606.12098218867
5-9,2084,6.775906269895504e-6,projected,147581.7344822011
5-9,2085,6.5474613960797445e-6,projected,152730.95013568836
5-9,2086,6.326718379151226e-6,projected,158059.82502640763
5-9,2087,6.113417556468013e-6,projected,163574.62757340976
5-9,2088,5.907308019729618e-6,projected,169281.84490467297
5-9,2089,5.7081473198312754e-6,projected,175188.19048797054
5-9,2090,5.515701181667492e-6,projected,181300.61202802192
5-9,2091,5.329743228552032e-6,projected,187626.29963914357
5-9,2092,5.150054715928061e-6,projected,194172.69430307322
5-9,2093,4.976424274056103e-6,projected,200947.49662189398
5-9,2094,4.808647659377819e-6,projected,207958.67587632485
5-9,2095,4.64652751426129e-6,projected,215214.4794001034
5-9,2096,4.489873134847443e-6,projected,222723.44228139933
5-9,2097,4.338500246722291e-6,projected,230494.39740276462
5-9,2098,4.192230788153201e-6,projected,238536.48583133682
5-9,2099,4.050892700632552e-6,projected,246859.16757159444
5-9,2100,3.914319726483098e-6,projected,255472.23269328353
10-14,1981,2.342e-4,observed,4269.854824935952
10-14,1982,2.3449999999999998e-4,observed,4264.392324093817
10-14,1983,2.3e-4,observed,4347.826086956522
10-14,1984,2.295e-4,observed,4357.298474945534
10-14,1985,2.211e-4,observed,4522.840343735866
10-14,1986,2.1659999999999998e-4,observed,4616.805170821792
10-14,1987,2.07e-4,observed,4830.917874396136
10-14,1988,2.032e-4,observed,4921.259842519685
10-14,1989,1.962e-4,observed,5096.83995922528
10-14,1990,1.896e-4,observed,5274.261603375528
10-14,1991,1.8339999999999999e-4,observed,5452.562704471102
10-14,1992,1.82e-4,observed,5494.505494505494
10-14,1993,1.74e-4,observed,5747.126436781609
10-14,1994,1.7570000000000002e-4,observed,5691.519635742743
10-14,1995,1.659e-4,observed,6027.727546714888
10-14,1996,1.653e-4,observed,6049.606775559589
10-14,1997,1.5900000000000002e-4,observed,6289.308176100628
10-14,1998,1.572e-4,observed,6361.323155216285
10-14,1999,1.457e-4,observed,6863.417982155113
10-14,2e3,1.418e-4,observed,7052.186177715092
10-14,2001,1.395e-4,observed,7168.458781362007
10-14,2002,1.413e-4,observed,7077.140835102619
10-14,2003,1.354e-4,observed,7385.524372230428
10-14,2004,1.317e-4,observed,7593.014426727411
10-14,2005,1.283e-4,observed,7794.23226812159
10-14,2006,1.267e-4,observed,7892.659826361484
10-14,2007,1.1470000000000001e-4,observed,8718.395815170008
10-14,2008,1.086e-4,observed,9208.103130755064
10-14,2009,1.0080000000000001e-4,observed,9920.63492063492
10-14,2010,9.74e-5,observed,10266.94045174538
10-14,2011,9.29e-5,observed,10764.262648008613
10-14,2012,9.06e-5,observed,11037.527593818984
10-14,2013,9.350000000000001e-5,observed,10695.1871657754
10-14,2014,9.35e-5,observed,10695.187165775402
10-14,1931,0.0010470534551412158,projected,955.0610764806944
10-14,1932,0.001017196316234819,projected,983.0943978459618
10-14,1933,9.881905653251848e-4,projected,1011.9505640806528
10-14,1934,9.600119247505013e-4,projected,1041.6537276449885
10-14,1935,9.326368091359817e-4,projected,1072.228749931525
10-14,1936,9.060423056530281e-4,projected,1103.7012220740091
10-14,1937,8.802061548413144e-4,projected,1136.097486367023
10-14,1938,8.551067319777338e-4,projected,1169.4446583143485
10-14,1939,8.307230289766193e-4,projected,1203.7706493244996
10-14,1940,8.070346368060854e-4,projected,1239.1041900724274
10-14,1941,7.840217284057756e-4,projected,1275.4748545469438
10-14,1942,7.616650420917159e-4,projected,1312.9130848039958
10-14,1943,7.399458654343868e-4,projected,1351.450216446507
10-14,1944,7.188460195965171e-4,projected,1391.1185048521136
10-14,1945,6.983478441174926e-4,projected,1431.951152170746
10-14,1946,6.784341821316425e-4,projected,1473.9823351146558
10-14,1947,6.590883660080329e-4,projected,1517.2472335641442
10-14,1948,6.402942033997512e-4,projected,1561.7820600129278
10-14,1949,6.220359636909784e-4,projected,1607.6240898778492
10-14,1950,6.042983648305735e-4,projected,1654.8116926981409
10-14,1951,5.870665605410576e-4,projected,1703.384364250573
10-14,1952,5.703261278923626e-4,projected,1753.3827596072006
10-14,1953,5.540630552299138e-4,projected,1804.848727163446
10-14,1954,5.382637304469485e-4,projected,1857.825343664987
10-14,1955,5.229149295912536e-4,projected,1912.3569502627686
10-14,1956,5.080038057967869e-4,projected,1968.4891896263132
10-14,1957,4.935178785309175e-4,projected,2026.2690441463974
10-14,1958,4.7944502314828516e-4,projected,2085.744875259066
10-14,1959,4.657734607425355e-4,projected,2146.966463923902
10-14,1960,4.5249174828743697e-4,projected,2209.985052290431
10-14,1961,4.3958876905912794e-4,projected,2274.8533865875283
10-14,1962,4.2705372333147674e-4,projected,2341.6257612717395
10-14,1963,4.148761193367674e-4,projected,2410.358064471457
10-14,1964,4.0304576448414525e-4,projected,2481.10782476499
10-14,1965,3.915527568284712e-4,projected,2553.934259331683
10-14,1966,3.803874767824484e-4,projected,2628.898323516368
10-14,1967,3.6954057906506723e-4,projected,2706.0627618487442
10-14,1968,3.5900298487967014e-4,projected,2785.4921605601075
10-14,1969,3.487658743150355e-4,projected,2867.253001641765
10-14,1970,3.3882067896316064e-4,projected,2951.4137184900933
10-14,1971,3.2915907474754933e-4,projected,3038.044753184935
10-14,1972,3.197729749560032e-4,projected,3127.2186154492497
10-14,1973,3.10654523472086e-4,projected,3219.009943339375
10-14,1974,3.0179608819959493e-4,projected,3313.495565716687
10-14,1975,2.931902546745366e-4,projected,3410.7545665529565
10-14,1976,2.8482981985925883e-4,projected,3510.8683511232207
10-14,1977,2.767077861135463e-4,projected,3613.92071414157
10-14,1978,2.6881735533763196e-4,projected,3719.9979098968884
10-14,1979,2.611519232822233e-4,projected,3829.1887244472396
10-14,1980,2.5370507402078e-4,projected,3941.5845499333363
10-14,2015,9.21693467318276e-5,projected,10849.594094548178
10-14,2016,8.954110175085586e-5,projected,11168.05556829595
10-14,2017,8.698780220375056e-5,projected,11495.864646145574
10-14,2018,8.45073109921445e-5,projected,11833.295702580768
10-14,2019,8.209755195786651e-5,projected,12180.631165631012
10-14,2020,7.975650814520792e-5,projected,12538.161753262313
10-14,2021,7.748222011274171e-5,projected,12906.186716706547
10-14,2022,7.52727842932781e-5,projected,13285.014090933535
10-14,2023,7.312635140059209e-5,projected,13674.960952474148
10-14,2024,7.104112488157832e-5,projected,14076.353684812078
10-14,2025,6.901535941254609e-5,projected,14489.528251565014
10-14,2026,6.704735943839255e-5,projected,14914.830477684429
10-14,2027,6.513547775343195e-5,projected,15352.61633890926
10-14,2028,6.327811412269312e-5,projected,15803.252259715731
10-14,2029,6.147371394253111e-5,projected,16267.11542001274
10-14,2030,5.9720766939432105e-5,projected,16744.59407083946
10-14,2031,5.801780590592242e-5,projected,17236.08785932942
10-14,2032,5.636340547252347e-5,projected,17742.008163213075
10-14,2033,5.475618091472501e-5,projected,18262.778435138825
10-14,2034,5.319478699397791e-5,projected,18798.834557100647
10-14,2035,5.16779168317366e-5,projected,19350.62520526905
10-14,2036,5.020430081560848e-5,projected,19918.6122255307
10-14,2037,4.877270553669506e-5,projected,20503.271020050983
10-14,2038,4.738193275723512e-5,projected,21105.090945183154
10-14,2039,4.6030818407686284e-5,projected,21724.575721056888
10-14,2040,4.4718231612403655e-5,projected,22362.243853189993
10-14,2041,4.3443073743104726e-5,projected,23018.62906647391
10-14,2042,4.220427749932195e-5,projected,23694.28075189928
10-14,2043,4.1000806015078174e-5,projected,24389.76442639315
10-14,2044,3.9831651991035236e-5,projected,25105.6622061537
10-14,2045,3.869583685138967e-5,projected,25842.573293878442
10-14,2046,3.759240992480989e-5,projected,26601.114480293778
10-14,2047,3.652044764872927e-5,projected,27381.92066040557
10-14,2048,3.547905279632908e-5,projected,28185.645364902957
10-14,2049,3.4467353725564336e-5,projected,29012.96130716014
10-14,2050,3.348450364960399e-5,projected,29864.560946293932
10-14,2051,3.252967992807476e-5,projected,30741.15706674843
10-14,2052,3.160208337851544e-5,projected,31643.483374891865
10-14,2053,3.0700937607465376e-5,projected,32572.295113125
10-14,2054,2.9825488360627176e-5,projected,33528.369692015054
10-14,2055,2.8975002891559828e-5,projected,34512.5073409843
10-14,2056,2.814876934837375e-5,projected,35525.53177809791
10-14,2057,2.7346096177914495e-5,projected,36568.290899511616
10-14,2058,2.6566311546936547e-5,projected,37641.65748915617
10-14,2059,2.5808762779781654e-5,projected,38746.529949253934
10-14,2060,2.507281581209388e-5,projected,39883.83305227527
10-14,2061,2.435785466011027e-5,projected,41054.51871496933
10-14,2062,2.366328090508584e-5,projected,42259.566795113125
10-14,2063,2.298851319242026e-5,projected,43499.98591164733
10-14,2064,2.2332986745067046e-5,projected,44776.814288885114
10-14,2065,2.169615289081817e-5,projected,46091.12062550042
10-14,2066,2.1077478603068254e-5,projected,47444.004989023204
10-14,2067,2.0476446054674115e-5,projected,48836.599736590135
10-14,2068,1.9892552184536138e-5,projected,50270.07046272169
10-14,2069,1.932530827653878e-5,projected,51745.6169749186
10-14,2070,1.877423955049772e-5,projected,53264.474297894485
10-14,2071,1.8238884764771356e-5,projected,54827.91370728506
10-14,2072,1.7718795830203924e-5,projected,56437.24379369922
10-14,2073,1.721353743507726e-5,projected,58093.811558002504
10-14,2074,1.672268668075713e-5,projected,59799.003538749814
10-14,2075,1.624583272772932e-5,projected,61554.24697271089
10-14,2076,1.5782576451729194e-5,projected,63361.01098945962
10-14,2077,1.533253010967634e-5,projected,65220.80784102953
10-14,2078,1.4895317015136315e-5,projected,67135.19416765824
10-14,2079,1.4470571223035607e-5,projected,69105.7723006889
10-14,2080,1.4057937223367643e-5,projected,71134.19160371278
10-14,2081,1.3657069643632773e-5,projected,73222.14985307789
10-14,2082,1.326763295976329e-5,projected,75371.39465891896
10-14,2083,1.288930121529155e-5,projected,77583.72492789793
10-14,2084,1.2521757748526097e-5,projected,79860.99236887947
10-14,2085,1.2164694927507499e-5,projected,82205.10304280161
10-14,2086,1.1817813892521996e-5,projected,84618.01895803875
10-14,2087,1.148082430595749e-5,projected,87101.75971259242
10-14,2088,1.1153444109292481e-5,projected,89658.40418448423
10-14,2089,1.0835399287014555e-5,projected,92290.09227176593
10-14,2090,1.0526423637270833e-5,projected,94999.02668360289
10-14,2091,1.022625854905842e-5,projected,97787.47478393011
10-14,2092,9.934652785768345e-6,projected,100657.770489224
10-14,2093,9.651362274901829e-6,projected,103612.31622197828
10-14,2094,9.376149903782947e-6,projected,106653.58492151828
10-14,2095,9.108785321096298e-6,projected,109784.12211384118
10-14,2096,8.849044744084554e-6,projected,113006.54804220355
10-14,2097,8.596710771243196e-6,projected,116323.5598602542
10-14,2098,8.351572200356663e-6,projected,119737.93388953686
10-14,2099,8.113423851723191e-6,projected,123252.52794325694
10-14,2100,7.882066396420492e-6,projected,126870.28371825608
15-19,1981,5.645e-4,observed,1771.4791851195748
15-19,1982,5.449e-4,observed,1835.199119104423
15-19,1983,5.233e-4,observed,1910.949742021785
15-19,1984,5.048e-4,observed,1980.9825673534071
15-19,1985,4.975e-4,observed,2010.0502512562814
15-19,1986,4.925e-4,observed,2030.4568527918782
15-19,1987,4.954e-4,observed,2018.5708518368995
15-19,1988,4.958e-4,observed,2016.942315449778
15-19,1989,5.009e-4,observed,1996.4064683569575
15-19,1990,5.052e-4,observed,1979.414093428345
15-19,1991,4.833e-4,observed,2069.108214359611
15-19,1992,4.599e-4,observed,2174.3857360295715
15-19,1993,4.257e-4,observed,2349.072116513977
15-19,1994,4.178e-4,observed,2393.4897079942557
15-19,1995,4.181e-4,observed,2391.772303276728
15-19,1996,4.356e-4,observed,2295.684113865932
15-19,1997,4.4130000000000005e-4,observed,2266.0321776569226
15-19,1998,4.303e-4,observed,2323.9600278875205
15-19,1999,4.148e-4,observed,2410.800385728062
15-19,2e3,4.051e-4,observed,2468.5262898049864
15-19,2001,4.011e-4,observed,2493.143854400399
15-19,2002,3.867e-4,observed,2585.983966899405
15-19,2003,3.705e-4,observed,2699.055330634278
15-19,2004,3.567e-4,observed,2803.4763106251753
15-19,2005,3.525e-4,observed,2836.8794326241136
15-19,2006,3.396e-4,observed,2944.6407538280328
15-19,2007,3.278e-4,observed,3050.640634533252
15-19,2008,3.134e-4,observed,3190.8104658583284
15-19,2009,2.929e-4,observed,3414.1345168999655
15-19,2010,2.627e-4,observed,3806.623524933384
15-19,2011,2.378e-4,observed,4205.214465937763
15-19,2012,2.2490000000000002e-4,observed,4446.420631391729
15-19,2013,2.301e-4,observed,4345.9365493263795
15-19,2014,2.332e-4,observed,4288.164665523156
15-19,1931,0.001775536461773048,projected,563.2100615953567
15-19,1932,0.001735936557539662,projected,576.0579185090135
15-19,1933,0.0016972198525246843,projected,589.1988586584459
15-19,1934,0.0016593666486789782,projected,602.6395678110682
15-19,1935,0.001622357687280256,projected,616.3868842489443
15-19,1936,0.0015861741391347897,projected,630.4478022479108
15-19,1937,0.0015507975949975395,projected,644.8294756361075
15-19,1938,0.0015162100562060566,projected,659.5392214336413
15-19,1939,0.001482393925523221,projected,674.5845235752995
15-19,1940,0.0014493319981842283,projected,689.9730367181802
15-19,1941,0.0014170074531432526,projected,705.7125901361825
15-19,1942,0.0013854038445153384,projected,721.8111917033362
15-19,1943,0.001354505093209163,projected,738.277031968
15-19,1944,0.0013242954787464143,projected,755.1184883199977
15-19,1945,0.001294759631263623,projected,772.3441292528161
15-19,1946,0.0012658825236923747,projected,789.962718723031
15-19,1947,0.0012376494641139324,projected,807.9832206091794
15-19,1948,0.0012100460882843698,projected,826.4148032723466
15-19,1949,0.0011830583523264194,projected,845.26684422079
15-19,1950,0.0011566725255843064,projected,864.5489348809755
15-19,1951,0.0011308751836379815,projected,884.2708854774219
15-19,1952,0.0011056532014730772,projected,904.4427300239225
15-19,1953,0.0010809937468032767,projected,925.0747314285655
15-19,1954,0.0010568842735415721,projected,946.1773867152405
15-19,1955,0.0010333125154171436,projected,967.761432364249
15-19,1956,0.0010102664797346005,projected,989.837849774747
15-19,1957,9.877344412724109e-4,projected,1012.4178708517934
15-19,1958,9.657049363174154e-4,projected,1035.5129837208497
15-19,1959,9.441667568323883e-4,projected,1059.1349385726396
15-19,1960,9.231089447536813e-4,projected,1083.2957536413387
15-19,1961,9.025207864160463e-4,projected,1108.0077213191382
15-19,1962,8.823918071018022e-4,projected,1133.283414410294
15-19,1963,8.627117657115724e-4,projected,1159.135692527841
15-19,1964,8.434706495538799e-4,projected,1185.5777086362282
15-19,1965,8.246586692509458e-4,projected,1212.6229157432133
15-19,1966,8.062662537581328e-4,projected,1240.2850737443666
15-19,1967,7.882840454944119e-4,projected,1268.5782564237993
15-19,1968,7.707028955814935e-4,projected,1297.516858614502
15-19,1969,7.535138591891101e-4,projected,1327.1156035220702
15-19,1970,7.367081909841212e-4,projected,1357.389550215485
15-19,1971,7.20277340681115e-4,projected,1388.3541012887774
15-19,1972,7.042129486922469e-4,projected,1420.0250106974631
15-19,1973,6.885068418740993e-4,projected,1452.418391773746
15-19,1974,6.731510293693993e-4,projected,1485.5507254245595
15-19,1975,6.581376985414793e-4,projected,1519.4388685166236
15-19,1976,6.43459210999411e-4,projected,1554.1000624527783
15-19,1977,6.29108098711792e-4,projected,1589.5519419439577
15-19,1978,6.150770602072057e-4,projected,1625.8125439812736
15-19,1979,6.013589568594236e-4,projected,1662.900317012763
15-19,1980,5.879468092554543e-4,projected,1700.8341303294915
15-19,2015,2.669850388958325e-4,projected,3745.528229355812
15-19,2016,2.610304543521481e-4,projected,3830.970614068391
15-19,2017,2.5520867529162686e-4,projected,3918.3620966540434
15-19,2018,2.495167397450115e-4,projected,4007.747139618486
15-19,2019,2.4395175180403605e-4,projected,4099.171219738933
15-19,2020,2.385108801480636e-4,projected,4192.68085120149
15-19,2021,2.331913566035839e-4,projected,4288.323609266361
15-19,2022,2.2799047473583906e-4,projected,4386.148154472897
15-19,2023,2.2290558847186018e-4,projected,4486.204257396808
15-19,2024,2.1793411075421445e-4,projected,4588.542823972139
15-19,2025,2.1307351222477793e-4,projected,4693.21592139087
15-19,2026,2.0832131993786247e-4,projected,4800.276804593392
